	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Y12	Y13	Y14	Y15	SRR1646026	SRR1646027	SRR1646028	SRR1646029	SRR1646037	SM01	SM02	SM03	SM05	SM11	SM18	SM20	SM23	SM24	SM25	SM28	SM29	SM30	SM31	SM32	SM33	SM34	SM37	SM39	SM40	SM41	SM42	SM43	SM44	HC02	HC07	HC09	HC11	HC12	HC53	HC61	HC64	HC67	HC70	HC72	HC74	SRS012849_HMP	SRS012969_HMP	SRS013951_HMP	SRS014287_HMP	SRS014459_HMP	SRS016095_HMP	SRS016438_HMP	SRS017247_HMP	SRS017916_HMP	SRS022071_HMP	SRS023346_HMP	SRS043667_HMP	SRS045528_HMP	SRS045645_HMP	SRS045739_HMP	SRS047014_HMP	SRS047044_HMP	SRS049959_HMP	SRS053649_HMP	SRS074964_HMP	SRS075078_HMP	SRS075341_HMP	SRS075963_HMP	SRS077335_HMP	SRS077753_HMP	SRS077849_HMP	SRS078242_HMP	SRS078419_HMP	SRS078665_HMP	SRS098571_HMP	SRS098717_HMP	SRS101376_HMP	SRS104197_HMP	SRS104400_HMP	SRS140492_HMP	SRS140513_HMP	SRS142712_HMP	SRS142890_HMP	SRS143991_HMP	SRS145497_HMP	SRS146813_HMP	SRS147445_HMP	SRS147919_HMP	SRS148424_HMP
Methanocella	0.523771152296535	0	0.0544662309368192	0.0544653319909555	0	0.0250689395838556	0	0.0649022860027403	0.593471810089021	0.0346553715825953	1.04000978832742	0	0	0	0.429671665991082	0	2.58620689655172	0.380228136882129	0	3.33333333333333	0.709920920201294	0.161136435916463	0.0765232076417658	4.93348115299335	0.0689092271462214	0.115675675675676	0.0678129741161326	0.0468558356187037	4.27350427350427	5.51975945017182	0.0991080277502478	0.0208148421606592	1.8664047151277	1.38797957313081	0.0165489484798136	0.0703392893777904	0.493795075043857	0.431275457231851	0.105931346783649	0.0150296493992695	0.530074768441022	0.123922271732539	1.30520293223672	5.23809523809524	0.141607663473553	0.737265415549598	2.86697247706422	1.56429721647113	1.58450704225352	0.826958858796775	1.48445336008024	1.1312623451248	0.117911887662129	0.201928767886363	2.13104325699746	0.327846915562692	0.131789137380192	0.870863398855437	1.5748694626916	7.84543325526932	6.55879803524993	2.20614828209765	0.105896778508527	0.901916572717024	0.00177103356534966	4.08092685457375	0	0.144349155132886	0.530174844895657	4.39434466946886	0.141896685698841	3.15277942396586	1.59540523292916	1.88177994243967	0.0775840332059662	0.693170234454638	1.18426140757927	0.707812396639545	0.020772746157042	0.0162844517933253	0.330998383496267	0.381322397294769	0.457933453500268	0.299156336088154	0.0595388032700543	1.33240528984787	0.0852634890150825	0.881183508256618	2.50785938839668	0.43361341410081	2.69275474622239	0.00982604622827216	0.221729490022173	0.0940798410156394	0.70495696052241	0.132726583238529	0.151566704816109	0.121979111077228	1.13526707157859	1.10972827214271
Methanocorpusculum	0.064464141821112	0	0.0155617802676626	0.0198055752694383	0	0.0167126263892371	0	0.0757193336698637	0	0	0.0122354092744402	0.312989045383412	0	0	0.0486420753952169	0	0.862068965517241	0.190114068441065	0	3.33333333333333	0.0838725137790558	0.0477048658963214	0.0395809694698789	0	0.0722543352601156	0.0302702702702703	0.0264355661808652	0.0248060306216667	1.97930724246514	0.7946735395189	0.273726933786399	0.00274913009669083	1.34250163719712	0.340447819824538	0.0119152429054658	0.0185617569191391	0.415827431615879	0.139765194473285	0.0557959002142886	0.00523760509368481	0.234348844994978	0.047459593429483	0.500625782227785	2.12698412698413	0.0708038317367763	0.17426273458445	1.37614678899083	0.506096158270071	0.557511737089202	0.144717800289436	0.581745235707121	0.233435087089244	0.0643155750884339	0.177558054520767	0.381679389312977	0.113742807440118	0.11082268370607	1.54267230654392	0.648475661108304	1.81498829039813	2.51372435712222	1.55515370705244	4.35291494816631	2.25479143179256	0.00141026746870436	5.94846965242953	0	0.110384648042795	2.10941906373378	6.76346962170424	1.11152403797426	3.93504800284461	2.8717294192725	1.37259242860306	0.310336132823865	0.0305810397553517	0.986078886310905	0.0264602765098895	0.0692424871901399	0.0140923140519161	0.912169963821107	0.345348586229225	2.04121401081502	0.380940082644628	0.302273924294122	1.54618673560704	0.0219367229019387	0.5552172511373	4.37267790797371	0.664377634480641	2.01472297559086	0.022599906325026	0.0335953772760868	0.0983081484770165	1.23924013060255	0.731892301858172	1.04240774536794	0.289700388808417	1.06147471192598	1.296411532877
Methanoculleus	20.4754230459307	0.226901434017063	8.44226579520697	3.99247388139761	1.31434830230011	0.28411464861703	0.607638888888889	0.131607413283335	0.593471810089021	0.123219098960339	37.0855255108283	0.938967136150235	0.0357717760686818	23.0215827338129	27.9124442642886	0	0.862068965517241	1.52091254752852	0.598802395209581	0	0.152767792954709	0.0837485423513198	0.0923555954297174	5.37694013303769	0.234157567972597	0.217297297297297	0.352857339892419	0.0923335584250927	0.719748088169141	0.902061855670103	0.328000377554391	0.0125674518705867	1.99738048461035	1.23084981013487	0.0441305292795029	0.214925606432137	0.298875966473913	0.125788675025956	0.109165891723608	0.0352969038922238	0.256667782613548	0.131832203970786	1.18004648667978	3.74603174603175	0.17076218242399	1.56836461126005	1.94954128440367	1.12721417069243	4.13732394366197	1.90200537523258	4.63390170511535	0.915783803196265	0.360881837996213	0.275040907983149	1.49491094147583	0.267630135153218	54.5157747603834	37.977938127229	1.78541350850598	2.86885245901639	2.86044495810459	4.12296564195298	50.4848957752759	27.8466741826381	62.9389252515606	5.79284108594155	70.5882352941177	41.1480003396451	44.7828539199098	5.34963698891861	56.4005540727727	1.52897949508119	3.44607530312699	2.58283521511328	90.76750004849	46.0142711518858	48.8060711523589	44.7244823708408	58.8145686193048	71.4464664305421	48.6221230082365	46.3054896035686	38.4274370341501	15.9715048209366	2.51207950720191	29.153823207716	34.8288935613649	52.6990722498836	30.1586167476422	9.70884627194819	14.103060829136	25.0413512778773	56.1916280319828	67.6460483824081	36.917482932621	58.06598407281	0.776392712425377	49.3634215140657	44.0710677186808	26.7060775772661
Methanolacinia	0	0	0	0.00165046460578653	0	0.0167126263892371	0	0.00721136511141559	0	0	0	0	0	0	0	0	0	0.950570342205323	0	0	0.0748861730170141	0.0826884342202905	0.0382616038208829	1.94013303769401	0.00669021622778848	0.0421621621621622	0.00574686221323158	0.0454777228063889	3.68870895186685	0.77319587628866	0.0377554391429515	0.000392732870955833	3.43811394891945	0.144035616079612	0.00242717911037266	0.0107462803216069	0.370346306282893	0.13577190320262	0.0266849957546598	0.00432671725130485	0.156232563329986	0.134468848050202	4.00500625782228	1.52380952380952	0.120783007080383	0.241286863270777	12.6146788990826	0.184034966643662	0.264084507042254	0.103369857349597	0.300902708124373	1.36469743221404	0.03573087504913	0.32726386519514	1.17684478371501	0.14050582095544	0.173722044728434	1.52608443228	0.294761664140138	1.17096018735363	0.780121352210344	0.180831826401447	0.00557351465834355	0.450958286358512	0.00137747055082752	0.58793014006571	0	6.27494268489429	0.0394811054709532	0.19105846388995	0.0202709550998345	0.0829678795780491	3.19081046585833	0.664157626743414	0	0.326197757390418	0.222351121423047	0.158761659059337	0	0.00219213774140917	0.0192440920637364	1.1367724296712	0.0438446923564086	0.0107610192837466	0	0.0994332305856617	0.00248340259267231	0.0537307017229645	0.807373535295799	0.021401520438452	0.358388221619527	0.000655069748551477	0.0134381509104347	0.0422830746137705	0.133570792520036	0.00758437618505878	0.0618639611494324	0	0.0227053414315718	0.238539722049367
Methanoregula	0.008058017727639	0	0	0.00330092921157306	0	0	0	0.0144227302228312	0	0	0.0244708185488805	0	0	0	0	0	0	0.570342205323194	0	0	0.137790558351306	0.0477048658963214	0.036942238171887	0	0.107712481267395	0.0497297297297297	0.06551422923084	0.0427214971817593	4.99325236167341	1.07388316151203	0.151021756571806	0.0121747189996308	2.12835625409299	0.438653921697001	0.0101500217342857	0.0283311026660545	0.0714703398089793	0.0658893059659772	0.057413172684268	0.00705938077844475	0.513335565227095	0.152925356606112	0.500625782227785	1.65079365079365	0.116618075801749	0.589812332439678	5.5045871559633	0.391074304117782	0.645539906103286	0.537523258217904	0.521564694082247	0.682348716107021	0.114338800157216	0.153187341155172	0.986005089058524	0.120433560818948	0.145766773162939	1.28556025545326	0.244231093144686	3.39578454332553	4.24732736203409	1.44665461121157	0.0780292052168097	1.24013528748591	0.00282053493740872	3.6140411551098	0	0.0169822535450454	0.564015792442188	4.08865112724494	0.135139700665563	0.663743036624393	0.510529674537332	0.582982805696997	0.0174564074713424	0.203873598369011	0.188515081206497	0.178606866441754	0.00692424871901399	0.00344478787935727	0.188592102224617	1.25188862508094	0.238709991718225	0.0667183195592286	0.277084430602945	1.27274535149647	0.0128309133954736	0.347458537808504	0.671620462989426	0.185169676837041	0.958930647036033	0.00458548823986034	0.134381509104347	0.0459828436424755	2.82724844167409	0.0379218809252939	0.163939497045996	0.060989555538614	0.0227053414315718	0.404480398257623
Methanosphaerula	0	0	0.0155617802676626	0	0	0	0	0	0	0.0115517905275318	0.0122354092744402	0	0	0	0	0	0	0.190114068441065	0	0	0.296549245147376	0.00848086504823492	0.00263873129799193	0.498891352549889	0.00669021622778848	0.00216216216216216	0.0367799181646821	0.0220498049970371	0.0449842555105713	0.0429553264604811	0.0188777195714758	0.00130910956985278	0.130975769482646	0.0458295142071494	0.00132391587838509	0.0117232148962984	0.0129946072379962	0.00998322817666321	0.010512271054866	0.0056930490148748	0.033478406427854	0.0105465763176629	0.0536384766672627	0.73015873015873	0.00832986255726781	0.120643431635389	0.229357798165138	0	0.146713615023474	0.103369857349597	0.0401203610832497	0.0897827258035554	0.0428770500589559	0.00696306096159872	0.0636132315521628	0.0468352736518132	0.00299520766773163	0.0746454341876089	0.623210375610578	0.409836065573771	0.924588269286333	0.506329113924051	0	0	9.83907536305368e-05	0.172920629431091	0	0.0169822535450454	0.0564015792442188	0.0764233855559801	0.00675698503327815	0.0355576626763067	0.127632418634333	0.0737952918603793	0.00581880249044747	0.152905198776758	0.174013921113689	0.0595356221472514	0	0	0.00384881841274729	0.129505719835959	0.0730744872606811	0.0129132231404959	0.00228995397192516	0.0397732922342647	0.00227645237661628	0.0143281871261239	0.0285795941697628	0.00930500888628349	0.145292522278187	0.00131013949710295	0.0403144527313042	0.00105707686534426	0.0222617987533393	0.00379218809252939	0.0278387825172446	0	0.0113526707157859	0.114084214893176
Methanospirillum	0.024174053182917	0.00453802868034126	0	0	0	0	0	0.0162255715006851	0	0.00385059684251059	0.208001957665484	0	0	0	0	0	0	0	0	0	0.00299544692068057	0.00742075691720556	0.0118742908409637	0	0.0147184757011347	0.0162162162162162	0.02183807641028	0.00137811281231482	0.0899685110211426	0.0429553264604811	0.0495540138751239	0.000916376698896944	0.0327439423706614	0.0130941469163284	0.000882610585590058	0.014654018620373	0.20791371580794	0.0119798738119958	0.00242590870496907	0.00159405372416494	0.033478406427854	0.00263664407941572	0.0178794922224209	0.285714285714286	0.00832986255726781	0.0804289544235925	0.344036697247706	0.0460087416609156	0.117370892018779	0.0206739714699194	0.0601805416248746	0.0179565451607111	0.025011612534391	0.0278522438463949	0	0.0133815067576609	0.00599041533546326	0.0995272455834785	0.143169951153781	0.175644028103044	3.29384570933256	0.253164556962025	0.050161631925092	0	0.000360766096645302	0.224796818260418	0	0.135858028360363	0.101522842639594	0.343905235001911	0.0472988952329471	0.118525542254356	0.0638162093171666	0.568223747324921	0.0193960083014916	0.203873598369011	0.0773395204949729	0.119071244294503	0	0.00344478787935727	0.0384881841274729	0.0863371465573063	0.048716324840454	0.0150654269972452	0.0824383429893059	0.154121507407776	0.00227645237661628	0.0107461403445929	0.171477565018577	0.0102355097749118	0.10654784967067	0.00655069748551477	0.0470335281865215	0.00317123059603279	0.0964677945978035	0.0568828213879408	0.0371183766896594	0.00762369444232675	0.175966396094681	0.248911014312383
Methanosaeta	0.008058017727639	0	0.0233426704014939	0.00330092921157306	0	0	0	0.0540852383356169	0	0	0.0611770463722012	0.156494522691706	0	0	0.0405350628293474	0	0.862068965517241	0.190114068441065	0	0	0.0748861730170141	0.0519452984204389	0.0923555954297174	0.720620842572062	0.0267608649111539	0.065945945945946	0.0666636016734863	0.0179154665600926	0.269905533063428	1.80412371134021	0.0731511633394686	0.0123056299566161	1.76817288801572	0.798742961896032	0.00838480056310555	0.0322388409648206	0.272886751997921	0.103825573037297	0.0371972668095257	0.00637621489665977	0.145073094520701	0.047459593429483	0.661541212229573	1.46031746031746	0.0583090379008746	0.348525469168901	0.229357798165138	0.483091787439614	0.821596244131455	0.640893115567501	1.06318956870612	0.574609445142755	0.0857541001179119	0.100964383943181	0.604325699745547	0.207413354743744	0.0818690095846645	0.937214895911089	0.825332659592387	2.34192037470726	2.57151112395261	11.3562386980109	0.0111470293166871	0.901916572717024	0.0143650500300584	1.38336503544873	0	2.06334380572302	1.30287648054146	1.06992739778372	0.155410655765397	1.71862036268816	2.42501595405233	1.61611689174231	0.0678860290552204	2.11009174311927	1.06825212683681	0.85995898657141	0.013848497438028	0.000626325068974048	0.157801554922639	0.431685732786531	0.457933453500268	0.182937327823691	0.169456593922462	1.03907725962016	0.0517375540140064	0.282981695740946	1.41468991140326	0.194474685723325	2.10189848895777	0.0114637205996508	0.174695961835651	0.114692839889853	0.756901157613535	0.113765642775882	0.0866095456092054	0.060989555538614	1.07850371799966	1.63866417755652
Methanococcoides	0.056406124093473	0	0.0700280112044818	0	0	0	0	0.0198312540563929	0	0.0693107431651906	0.305885231861006	0	0	0	0.0486420753952169	0	0	0.190114068441065	0	0	0.26359932901989	0.0975299480547016	0.00923555954297174	0.498891352549889	0.0100353243416827	0.0162162162162162	0.155165279757253	0.0509901740556482	1.48448043184885	0.730240549828179	0.0165180046250413	0.00340368488161722	1.66994106090373	0.419012701322509	0.0103706743806832	0.0371235138382782	0.227405626664934	0.0698825972366424	0.0121295435248453	0.0129801517539145	0.0892757504742774	0.342763730324044	1.25156445556946	0.53968253968254	0.0458142440649729	0.17426273458445	0.917431192660551	0.529100529100529	0.469483568075117	0.124043828819516	0.160481444332999	0.628479080624888	0.017865437524565	0.0348153048079936	0.795165394402036	0.113742807440118	0.0429313099041534	0.530811976445218	0.0421088091628769	0.644028103044497	0.346720600982375	0.325497287522604	0	0.338218714768884	9.83907536305368e-05	0.847311084212347	0	0.0169822535450454	0.0451212633953751	0.19105846388995	0	1.35119118169966	0.1914486279515	0.2140063463951	0.00775840332059662	0.203873598369011	0.0435034802784223	0.198452073824171	0.020772746157042	0.0012526501379481	0.00769763682549457	0.172674293114613	0.0292297949042724	0.0495006887052342	0.0320593556069523	0.134234861290643	0.000413900432112051	0.0823870759752122	0.0071448985424407	0.0223320213270804	0.0968616815187912	0.00131013949710295	0.167976886380434	0.0253698447682623	0.0593647966755714	0.0189609404626469	0.0556775650344892	0.00762369444232675	0.0737923596526083	0.0518564613150799
Methanohalobium	0	0	0.0233426704014939	0.0412616151446632	0	0.00835631319461853	0	0.018028412778539	0	0.123219098960339	0.0122354092744402	0	0	0	0.0243210376976084	0	0	0	0	0	0.020968128444764	0.0275628114067635	0.00659682824497981	0	0.00602119460500963	0.00432432432432432	0.00689623465587789	0.00551245124925926	1.259559154296	0.236254295532646	0.0117985747321724	0.00196366435477917	0.22920759659463	0.137488542621448	0.00286848440316769	0.014654018620373	0.0324865180949906	0.00798658254133056	0.0153640884648041	0.0113860980297496	0.195290704162482	0.01845650855591	0.214553906669051	0.0634920634920635	0.0124947938359017	0.0134048257372654	0.229357798165138	0	0.0293427230046948	0.0206739714699194	0.0401203610832497	0.125695816124978	0.00714617500982599	0.00696306096159872	0.0636132315521628	0.0334537668941523	0.0229632587859425	0.0497636227917392	0.766380326764359	1.34660421545667	0.231147067321583	0.180831826401447	0	0.112739571589628	0.000393563014522147	0.58793014006571	0	0.0424556338626136	0.236886632825719	0.458540313335881	0.00337849251663908	0.130378096479791	0.127632418634333	0.280422109069441	0	0.0815494393476045	0.0386697602474865	0.0992260369120857	0.00692424871901399	0.00532376308627941	0.115464552382419	0.0575580977048709	0.11691917961709	0.027978650137741	0.0183196317754013	0.154121507407776	0.000827800864224102	0.0286563742522477	0.257216347527865	0.00372200355451339	0.0968616815187912	0.000655069748551477	0.0335953772760868	0.00105707686534426	0.0296823983377857	0	0.0463979708620743	0	0.357609127547255	0.145198091682224
Methanohalophilus	0.008058017727639	0	0.0155617802676626	0.00330092921157306	0	0.0250689395838556	0	0.0270426191678085	0	0.00385059684251059	0.0856478649210816	0	0	0	0.0243210376976084	0	0	0.190114068441065	0	0	0.00599089384136113	0.0201420544895579	0.0105549251919677	0.16629711751663	0.0013380432455577	0.0172972972972973	0.00804560709852421	0.0289403690586111	0.0449842555105713	0.0644329896907216	0.0283165793572136	0.00157093148382333	0.425671250818599	0.0261882938326568	0.0289054966780744	0.0136770840456815	0.214411019426938	0.0199664563533264	0.0153640884648041	0.0027326635271399	0.0892757504742774	0.084372610541303	0.60790273556231	0.19047619047619	0.0166597251145356	0.0402144772117962	0.229357798165138	0.0230043708304578	0.0293427230046948	0.165391771759355	0.240722166499498	0.0359130903214222	0.003573087504913	0.00696306096159872	0.0318066157760814	0.00669075337883046	0.0139776357827476	0.522518039313262	1.31379484588176	2.28337236533958	0.606761051719156	0.325497287522604	0.0334410879500613	0	0.00147586130445805	2.19609199377486	0	0.551923240213976	0.0225606316976875	0.955292319449752	0.0135139700665563	0.308166409861325	3.31844288449266	0.132831525348683	0.0135772058110441	2.86442405708461	0.50754060324826	0.13891645167692	0.0346212435950699	0.0939487603461072	0.026941728889231	0.791423843441974	0.165635504457544	0.0990013774104683	0.0984680207927821	0.442477876106195	0.00413900432112051	0.0358204678153097	0.164332666476136	0.144227637737394	0.0193723363037582	0.00163767437137869	0.0134381509104347	0.0258983832009345	0.0296823983377857	0.0151687523701176	0.293853815459804	0.114355416634901	0.0283816767894647	0.622277535780958
Methanolobus	0.918614020950846	0	0.00778089013383131	0.00330092921157306	0	0	0	0.0126198889449773	0	0.246438197920678	0	0.312989045383412	0.107315328206045	0	0.745845156059992	0	0	0.190114068441065	0	0	0.0299544692068057	0.011661189441323	0.00923555954297174	0.16629711751663	0.00869728109612503	0.00864864864864865	0.0229874488529263	0.0082686768738889	0.0449842555105713	0.0214776632302405	0.0165180046250413	0.0011781986128675	0.0982318271119843	0.130941469163284	0.00264783175677017	0.0234464297925968	0.0714703398089793	0.027953038894657	0.0121295435248453	0.00113860980297496	0.0557973440464234	0.00790993223824716	0.286071875558734	0.126984126984127	0.0208246563931695	0.0536193029490617	0.344036697247706	0.0230043708304578	0.0586854460093897	0.0206739714699194	0.220661985957874	0.0897827258035554	0.032157787544217	0.0104445914423981	0.0318066157760814	0.0468352736518132	0.195686900958466	0.45616654225761	0.067374094660603	0.585480093676815	0.664547818549552	0.216998191681736	0.00557351465834355	0.225479143179256	9.83907536305368e-05	0.259380944146637	0	0.0679290141801817	0.157924421883813	0.15284677111196	0.00675698503327815	0.118525542254356	0.127632418634333	0.162349642092834	0.00969800415074578	0.0305810397553517	0.0821732405259087	0.105841106039558	0.00692424871901399	0.00344478787935727	0.0731275498421984	0.143895244262177	0.136405709553271	0.0645661157024793	0.0114497698596258	0.14417818434921	0.0502889025016142	0.00358204678153097	0.271506144612747	0.0325675311019922	0.648973266175901	0.0042579533655846	0.0335953772760868	0.0184988451435246	0.31166518254675	0.0189609404626469	0.0402115747471311	0.0152473888846535	0.204348072884146	0.165940676208256
Methanomethylovorans	0.08058017727639	0.00907605736068252	0.0466853408029879	0.0412616151446632	0	0.0334252527784741	0	0.0775221749477176	1.18694362017804	0	0.0734124556466414	0.156494522691706	0.107315328206045	0	0.0810701256586948	0	0	0	0	0	0.134795111430625	0.0487649740273508	0.0184711190859435	1.94013303769401	0.00468315135945194	0.0227027027027027	0.188497080593996	0.0261841434339815	1.48448043184885	0.429553264604811	0.0235971494643447	0.00261821913970556	3.40537000654879	0.150582689537777	0.0132391587838509	0.0087924111722238	0.123448768760964	0.0399329127066528	0.0299195406946185	0.00683165881784976	0.18971096975784	0.0580061697471458	0.429107813338101	1.26984126984127	0.229071220324865	0.281501340482574	3.44036697247706	0.276052449965493	0.645539906103286	0.103369857349597	0.661985957873621	0.448913629017777	0.025011612534391	0.222817950771159	0.731552162849873	0.127124314197779	0.0758785942492013	0.190760554035	0.56425804278255	2.28337236533958	2.39815082346143	1.41048824593128	0.418013599375766	3.15670800450958	0.000787126029044295	0.0518761888293273	0	9.31476606945742	0.157924421883813	0.22927015666794	0.466231967296192	0.142230650705227	2.55264837268666	0.582982805696997	0.0601276257346238	2.40570846075433	0.0531709203402939	0.601971290599987	0	0	0.0962204603186822	0.107921433196633	0.24358162420227	0.103305785123967	0.0320593556069523	0.357959630108382	0.00393205410506449	0.0143281871261239	0.0643040868819663	0.00930500888628349	0.784579620302208	0.0193245575822686	0.0671907545521736	0.00845661492275411	0.192935589195607	0.136518771331058	0.00309319805747162	0.0228710833269803	0.982006016915479	1.10972827214271
Methanosalsum	0	0.018152114721365	0.0466853408029879	0.00165046460578653	0	0.00835631319461853	0.0434027777777778	0.0036056825557078	0	0.161725067385445	0.0489416370977609	0	0.0357717760686818	0	0	0	0	0.190114068441065	0	0	0.089863407620417	0.0275628114067635	0.0105549251919677	0	0.00401412973667309	0.0389189189189189	0.00804560709852421	0.0082686768738889	1.03463787674314	0.0214776632302405	0.0117985747321724	0.000916376698896944	0.589390962671906	0.0523765876653136	0.0075021899775155	0.00390773829876613	0.0194919108569943	0.0219631019886591	0.00727772611490721	0.000910887842379968	0.100435219283562	0.0527328815883144	0.232433398891471	0.380952380952381	0.0124947938359017	0.0536193029490617	1.03211009174312	0.0230043708304578	0.0586854460093897	0.144717800289436	0.0200601805416249	0.0538696354821332	0.003573087504913	0.0139261219231974	0.954198473282443	0.0535260270306437	0.00199680511182109	0.0248818113958696	0.0757958564931784	0.292740046838407	0.491187518058365	0.216998191681736	0.00557351465834355	0.112739571589628	0.000852719864797986	0.207504755317309	0	0	0	0.19105846388995	0	0.0829678795780491	0.319081046585833	0.0664157626743414	0.00387920166029831	0.0203873598369011	0.0193348801237432	0.0926109677846133	0	0.00281846281038322	0.00384881841274729	0.0215842866393266	0.0535879573244994	0.00860881542699725	0	0.213781445759173	0.0016556017284482	0.0143281871261239	0.0643040868819663	0.021401520438452	0.0484308407593956	0	0.0201572263656521	0.00264269216336066	0.051944197091125	0.00379218809252939	0.0340251786321878	0	0.215700743599932	0.0725990458411118
Methanosarcina	1.28928283642224	0.0226901434017063	6.9327731092437	0.424169403687138	1.86199342825849	2.28127350213086	0.477430555555556	0.438090430518497	8.30860534124629	0.677705044281864	7.76948488926955	5.00782472613459	0.3934895367555	0	1.30522902310499	0	0.862068965517241	1.52091254752852	0	16.6666666666667	1.2491013659238	0.563977525707622	0.259915032852205	7.03991130820399	0.208734746307001	0.296216216216216	0.452852742402648	0.574673042735278	7.46738641475484	6.74398625429553	0.681957619519562	0.040058752837495	7.8912901113294	1.74806861332984	0.0849512688630431	0.275495550063012	1.89071535312845	0.539094321539813	0.194072696397526	0.056247324266963	1.17174422497489	1.01774461465447	4.27319864115859	9.65079365079365	0.204081632653061	1.50134048257373	13.8761467889908	3.35863814124684	2.14201877934272	2.17076700434153	2.54764292878636	2.85509068055306	0.325150962947083	0.334226926156738	4.16666666666667	0.916633212899773	0.395367412140575	2.14812971717674	6.28263432710123	13.1147540983607	13.7821438890494	9.58408679927667	11.0244119942035	5.41149943630214	0.0209572305233043	6.39806328895037	5.88235294117647	4.28801902012397	4.79977439368302	11.348872755063	1.5304571100375	3.99431077397179	16.7198468410976	5.06973655080806	0.78165913455011	1.09072375127421	1.6869682907966	1.62730700535821	0.159257720537322	0.260551228693204	2.02832730351782	1.56845816245773	2.3822282846982	0.845816115702479	0.780874304426481	3.80829273143084	0.0382857899703647	1.07461403445929	9.31694769934267	0.647628618485331	11.1681518791166	0.251874318318043	1.94181280655782	0.281182446181574	2.7975660433363	1.60409556313993	0.875375050264468	0.487916444308912	2.84952034966226	3.51586807716241
Palaeococcus	0	0	0	0.00330092921157306	0	0	0	0	0	0	0.134589502018843	0	0	0	0	0	0	0	0	0	0.0958543014617781	0.00424043252411746	0	0	0	0.00108108108108108	0	0.00275622562462963	0.449842555105713	0	0.00235971494643447	0.000261821913970556	0.163719711853307	0.0196412203744926	0.0015445685247826	0.00390773829876613	0	0.0139765194473285	0.00080863623498969	0	0.00557973440464234	0.0105465763176629	0	0.285714285714286	0.0041649312786339	0	0.573394495412844	0.0230043708304578	0.205399061032864	0.0206739714699194	0	0.0179565451607111	0.003573087504913	0.0104445914423981	0.0318066157760814	0.0334537668941523	0.00599041533546326	0	0.101061141990904	0	0.69344120196475	0.144665461121157	0	0	3.27969178768456e-05	0.0172920629431091	0	0.00849112677252271	0.0282007896221094	0.11463507833397	0.00337849251663908	0.0592627711271779	0.0638162093171666	0.132831525348683	0	0	0.00483372003093581	0.0264602765098895	0	0.00281846281038322	0.0307905473019783	0	0	0.00430440771349862	0.00228995397192516	0.0149149845878493	0.000620850648168077	0.0322384210337787	0.0285795941697628	0.000930500888628349	0.0387446726075165	0.000982604622827216	0.0403144527313042	0.00369976902870492	0.0148411991688928	0	0.00309319805747162	0.00762369444232675	0	0.0933416303671437
Pyrococcus	0	0.00453802868034126	0.0155617802676626	0	0	0.0835631319461853	0	0.0306483017235163	0	0.0154023873700424	0.0489416370977609	0	0.0178858880343409	0	0	0	0	0	0	0	0.068895279175653	0.0275628114067635	0.0145130221389556	2.10643015521064	0.00334510811389424	0.0443243243243243	0.00459748977058526	0.0082686768738889	1.79937022042285	0.730240549828179	0.080230308178772	0.0035345958386025	0.523903077930583	0.0785648814979704	0.00507501086714284	0.0156309531950645	0.266389448378923	0.0379362670713202	0.0226418145797113	0.0100197662661796	0.184131235353197	0.0553695256677301	2.78920078669766	0.285714285714286	0.0208246563931695	0.0536193029490617	1.26146788990826	0.138026224982747	0.176056338028169	0.186065743229274	0.160481444332999	0.251391632249955	0.0428770500589559	0.0139261219231974	0.254452926208651	0.0869797939247959	0.0648961661341853	0.190760554035	0.993767896243894	0.409836065573771	2.94712510835019	3.58047016274864	0	0.225479143179256	0.000754329111167449	0.691682517724365	0	0.00849112677252271	0.0338409475465313	4.43255636224685	0.00337849251663908	0.699300699300699	1.97830248883216	0.885543502324552	0.180382877203871	0.0509683995922528	0.188515081206497	0.0661506912747238	0.020772746157042	0.00438427548281834	0.026941728889231	0.122310957622851	0.0146148974521362	0.0753271349862259	0.0801483890173808	0.835239136919559	0.000206950216056026	0.358204678153097	0.371534724206916	0.0418725399882757	0.213095699341341	0.0085159067311692	0	0.00581392275939345	0.126150192935589	0.288206295032234	0.126821120356336	0.00762369444232675	0.272464097178861	0.560049782202863
